id,unitType,chassis,model,name,fileName,relativePath,tonnage,weightClass,bv,costCBills,techBase,rulesLevel,year,era,role
meks-meks-3060u-arctic-fox-af1b,meks,Arctic Fox,AF1B,Arctic Fox,Arctic Fox AF1B.mtf,meks/3060u/Arctic Fox AF1B.mtf,30,Light,,,Inner Sphere,Standard,3059,Clan Invasion,Striker
meks-meks-3060u-arctic-fox-af1c,meks,Arctic Fox,AF1C,Arctic Fox,Arctic Fox AF1C.mtf,meks/3060u/Arctic Fox AF1C.mtf,30,Light,,,Inner Sphere,Standard,3059,Clan Invasion,Striker
meks-meks-3060u-arctic-fox-af1d,meks,Arctic Fox,AF1D,Arctic Fox,Arctic Fox AF1D.mtf,meks/3060u/Arctic Fox AF1D.mtf,30,Light,,,Inner Sphere,Standard,3059,Clan Invasion,Missile Boat
meks-meks-3060u-arctic-fox-af1e,meks,Arctic Fox,AF1E,Arctic Fox,Arctic Fox AF1E.mtf,meks/3060u/Arctic Fox AF1E.mtf,30,Light,,,Inner Sphere,Standard,3069,Jihad,Sniper
meks-meks-3060u-arctic-fox-af1f,meks,Arctic Fox,AF1F,Arctic Fox,Arctic Fox AF1F.mtf,meks/3060u/Arctic Fox AF1F.mtf,30,Light,,,Inner Sphere,Standard,3072,Jihad,Striker
meks-meks-3085u-onn-arctic-fox-af1u,meks,Arctic Fox,AF1U,Arctic Fox,Arctic Fox AF1U.mtf,meks/3085u/ONN/Arctic Fox AF1U.mtf,30,Light,,,Inner Sphere,Experimental,3072,Jihad,Sniper
meks-meks-3060u-arctic-wolf-2,meks,Arctic Wolf,2,Arctic Wolf,Arctic Wolf 2.mtf,meks/3060u/Arctic Wolf 2.mtf,40,Medium,,,Clan,Standard,3060,Clan Invasion,Striker
meks-meks-3060u-arctic-wolf-a,meks,Arctic Wolf,A,Arctic Wolf,Arctic Wolf A.mtf,meks/3060u/Arctic Wolf A.mtf,40,Medium,,,Clan,Standard,3067,Civil War,Missile Boat
meks-meks-3085u-cutting-edge-arctic-wolf-ii-a,meks,Arctic Wolf II,A,Arctic Wolf II,Arctic Wolf II A.mtf,meks/3085u/Cutting Edge/Arctic Wolf II A.mtf,40,Medium,,,Clan,Standard,3085,Republic,Scout
meks-meks-3085u-cutting-edge-arctic-wolf-ii-b,meks,Arctic Wolf II,B,Arctic Wolf II,Arctic Wolf II B.mtf,meks/3085u/Cutting Edge/Arctic Wolf II B.mtf,40,Medium,,,Clan,Standard,3085,Republic,Striker
meks-meks-3085u-cutting-edge-arctic-wolf-ii-c,meks,Arctic Wolf II,C,Arctic Wolf II,Arctic Wolf II C.mtf,meks/3085u/Cutting Edge/Arctic Wolf II C.mtf,40,Medium,,,Clan,Standard,3085,Republic,Striker
meks-meks-3085u-cutting-edge-arctic-wolf-ii-prime,meks,Arctic Wolf II,Prime,Arctic Wolf II,Arctic Wolf II Prime.mtf,meks/3085u/Cutting Edge/Arctic Wolf II Prime.mtf,40,Medium,,,Clan,Standard,3085,Republic,Striker
meks-meks-3060u-arctic-wolf-j,meks,Arctic Wolf,J,Arctic Wolf,Arctic Wolf J.mtf,meks/3060u/Arctic Wolf J.mtf,40,Medium,,,Clan,Standard,3070,Jihad,Striker
meks-meks-3060u-arctic-wolf-prime,meks,Arctic Wolf,Prime,Arctic Wolf,Arctic Wolf Prime.mtf,meks/3060u/Arctic Wolf Prime.mtf,40,Medium,,,Clan,Standard,3067,Civil War,Striker
meks-meks-3060u-arctic-wolf,meks,Arctic Wolf,Wolf,Arctic Wolf,Arctic Wolf.mtf,meks/3060u/Arctic Wolf.mtf,40,Medium,,,Clan,Standard,3059,Clan Invasion,Striker
meks-meks-3145-republic-ares-ars-v1-zeus,meks,Ares,ARS-V1 Zeus,Ares,Ares ARS-V1 Zeus.mtf,meks/3145/Republic/Ares ARS-V1 Zeus.mtf,135,Assault,,,Mixed,Advanced,3136,Dark Age,Juggernaut
meks-meks-3145-republic-ares-ars-v1-hera,meks,Ares,ARS-V1A Hera,Ares,Ares ARS-V1 Hera.mtf,meks/3145/Republic/Ares ARS-V1 Hera.mtf,135,Assault,,,Mixed,Advanced,3136,Dark Age,Juggernaut
meks-meks-3145-republic-ares-ars-v1-hades,meks,Ares,ARS-V1B Hades,Ares,Ares ARS-V1 Hades.mtf,meks/3145/Republic/Ares ARS-V1 Hades.mtf,135,Assault,,,Mixed,Advanced,3136,Dark Age,Juggernaut
meks-meks-3145-republic-ares-ars-v1-aphrodite,meks,Ares,ARS-V1C Aphrodite,Ares,Ares ARS-V1 Aphrodite.mtf,meks/3145/Republic/Ares ARS-V1 Aphrodite.mtf,135,Assault,,,Mixed,Advanced,3136,Dark Age,Juggernaut
meks-meks-3145-republic-ares-ars-v1-hephaestus,meks,Ares,ARS-V1D Hephaestus,Ares,Ares ARS-V1 Hephaestus.mtf,meks/3145/Republic/Ares ARS-V1 Hephaestus.mtf,135,Assault,,,Mixed,Advanced,3136,Dark Age,Juggernaut
meks-meks-dominions-divided-april-ares-ars-v1e-apollo,meks,Ares,ARS-V1E Apollo,Ares,Ares ARS-V1E Apollo.mtf,meks/Dominions Divided (April)/Ares ARS-V1E Apollo.mtf,135,Assault,,,Mixed,Advanced,3151,IlClan,Juggernaut
meks-meks-3067-argus-ags-2d,meks,Argus,AGS-2D,Argus,Argus AGS-2D.mtf,meks/3067/Argus AGS-2D.mtf,60,Heavy,,,Inner Sphere,Standard,3062,Civil War,Missile Boat
meks-meks-3067-argus-ags-4d,meks,Argus,AGS-4D,Argus,Argus AGS-4D.mtf,meks/3067/Argus AGS-4D.mtf,60,Heavy,,,Inner Sphere,Standard,3062,Civil War,Skirmisher
meks-meks-3067-unabridged-is-meks-argus-ags-5d,meks,Argus,AGS-5D,Argus,Argus AGS-5D.mtf,meks/3067 Unabridged/IS Meks/Argus AGS-5D.mtf,60,Heavy,,,Inner Sphere,Standard,3071,Jihad,Skirmisher
meks-meks-3067-unabridged-is-meks-argus-ags-6f,meks,Argus,AGS-6F,Argus,Argus AGS-6F.mtf,meks/3067 Unabridged/IS Meks/Argus AGS-6F.mtf,60,Heavy,,,Inner Sphere,Standard,3078,Jihad,Skirmisher
meks-meks-3085u-onn-argus-ags-8dx,meks,Argus,AGS-8DX,Argus,Argus AGS-8DX.mtf,meks/3085u/ONN/Argus AGS-8DX.mtf,60,Heavy,,,Inner Sphere,Experimental,3074,Jihad,Skirmisher
meks-meks-3050u-assassin-servitor,meks,Assassin,'Servitor',Assassin,Assassin Servitor.mtf,meks/3050U/Assassin Servitor.mtf,40,Medium,,,Inner Sphere,Experimental,3066,Civil War,Striker
meks-meks-3039u-assassin-asn-101,meks,Assassin,ASN-101,Assassin,Assassin ASN-101.mtf,meks/3039u/Assassin ASN-101.mtf,40,Medium,,,Inner Sphere,Introductory,3024,Succession Wars,Scout
meks-meks-rec-guides-ilclan-vol-29-assassin-asn-109,meks,Assassin,ASN-109,Assassin,Assassin ASN-109.mtf,meks/Rec Guides ilClan/Vol 29/Assassin ASN-109.mtf,40,Medium,,,Inner Sphere,Standard,3140,Dark Age,Scout
meks-meks-3039u-assassin-asn-21,meks,Assassin,ASN-21,Assassin,Assassin ASN-21.mtf,meks/3039u/Assassin ASN-21.mtf,40,Medium,,,Inner Sphere,Introductory,2676,Star League,Scout
meks-meks-3050u-assassin-asn-23,meks,Assassin,ASN-23,Assassin,Assassin ASN-23.mtf,meks/3050U/Assassin ASN-23.mtf,40,Medium,,,Inner Sphere,Standard,3050,Clan Invasion,Striker
meks-meks-3050u-assassin-asn-30,meks,Assassin,ASN-30,Assassin,Assassin ASN-30.mtf,meks/3050U/Assassin ASN-30.mtf,40,Medium,,,Inner Sphere,Standard,3062,Civil War,Scout
meks-meks-rs-unique-assassin-alice,meks,Assassin,ASN-30 (Alice),Assassin,Assassin Alice.mtf,meks/RS Unique/Assassin Alice.mtf,40,Medium,,,Inner Sphere,Standard,3066,Civil War,Striker
meks-meks-3050u-assassin-asn-99,meks,Assassin,ASN-99,Assassin,Assassin ASN-99.mtf,meks/3050U/Assassin ASN-99.mtf,40,Medium,,,Inner Sphere,Standard,3068,Jihad,Scout
meks-meks-xtrs-periphery-atlas-as-700-jurn,meks,Atlas,AS7-00 (Jurn),Atlas,Atlas AS-700 Jurn.mtf,meks/XTRs/Periphery/Atlas AS-700 Jurn.mtf,100,Assault,,,Inner Sphere,Experimental,3081,Republic,Sniper
meks-meks-rs-succession-wars-atlas-as7-a,meks,Atlas,AS7-A,Atlas,Atlas AS7-A.mtf,meks/RS Succession Wars/Atlas AS7-A.mtf,100,Assault,,,Inner Sphere,Introductory,2954,Succession Wars,Juggernaut
meks-meks-3050u-atlas-as7-c,meks,Atlas,AS7-C,Atlas,Atlas AS7-C.mtf,meks/3050U/Atlas AS7-C.mtf,100,Assault,,,Inner Sphere,Standard,3050,Clan Invasion,Sniper
meks-meks-3050u-atlas-as7-cm,meks,Atlas,AS7-CM,Atlas,Atlas AS7-CM.mtf,meks/3050U/Atlas AS7-CM.mtf,100,Assault,,,Inner Sphere,Standard,3050,Clan Invasion,Sniper
meks-meks-3039u-atlas-as7-d,meks,Atlas,AS7-D,Atlas,Atlas AS7-D.mtf,meks/3039u/Atlas AS7-D.mtf,100,Assault,,,Inner Sphere,Introductory,2755,Star League,Juggernaut
meks-meks-turning-points-htp-misery-atlas-as7-d-danielle,meks,Atlas,AS7-D (Danielle),Atlas,Atlas AS7-D (Danielle).mtf,meks/Turning Points/HTP Misery/Atlas AS7-D (Danielle).mtf,100,Assault,,,Inner Sphere,Introductory,3028,Succession Wars,Juggernaut
meks-meks-force-manuals-davion-atlas-as7-d-ian,meks,Atlas,AS7-D (Ian),Atlas,Atlas AS7-D (Ian).mtf,meks/Force Manuals/Davion/Atlas AS7-D (Ian).mtf,100,Assault,,,Inner Sphere,Standard,3050,Clan Invasion,Sniper
meks-meks-3039u-atlas-as7-d-dc,meks,Atlas,AS7-D-DC,Atlas,Atlas AS7-D-DC.mtf,meks/3039u/Atlas AS7-D-DC.mtf,100,Assault,,,Inner Sphere,Advanced,2776,Star League,Juggernaut
meks-meks-3085u-cutting-edge-atlas-as7-dr,meks,Atlas,AS7-Dr,Atlas,Atlas AS7-Dr.mtf,meks/3085u/Cutting Edge/Atlas AS7-Dr.mtf,100,Assault,,,Inner Sphere,Standard,3070,Jihad,Juggernaut
meks-meks-gothic-atlas-as7-h,meks,Atlas,AS7-H,Atlas,Atlas AS7-H.mtf,meks/Gothic/Atlas AS7-H.mtf,100,Assault,,,Inner Sphere,Unofficial,3150,Dark Age,Juggernaut
meks-meks-3050u-atlas-as7-k,meks,Atlas,AS7-K,Atlas,Atlas AS7-K.mtf,meks/3050U/Atlas AS7-K.mtf,100,Assault,,,Inner Sphere,Standard,3049,Succession Wars,Sniper
meks-meks-rec-guides-ilclan-vol-24-atlas-as7-k-dc,meks,Atlas,AS7-K-DC,Atlas,Atlas AS7-K-DC.mtf,meks/Rec Guides ilClan/Vol 24/Atlas AS7-K-DC.mtf,100,Assault,,,Inner Sphere,Advanced,3050,Clan Invasion,Sniper
meks-meks-3085u-cutting-edge-atlas-as7-k2,meks,Atlas,AS7-K2,Atlas,Atlas AS7-K2.mtf,meks/3085u/Cutting Edge/Atlas AS7-K2.mtf,100,Assault,,,Inner Sphere,Standard,3082,Republic,Sniper
meks-meks-dark-age-atlas-as7-k2-jedra,meks,Atlas,AS7-K2 (Jedra),Atlas,Atlas AS7-K2 (Jedra).mtf,meks/Dark Age/Atlas AS7-K2 (Jedra).mtf,100,Assault,,,Inner Sphere,Standard,3082,Republic,Juggernaut
meks-meks-3085u-cutting-edge-atlas-as7-k3,meks,Atlas,AS7-K3,Atlas,Atlas AS7-K3.mtf,meks/3085u/Cutting Edge/Atlas AS7-K3.mtf,100,Assault,,,Inner Sphere,Standard,3083,Republic,Sniper
meks-meks-3145-ntnu-rs-atlas-as7-k4,meks,Atlas,AS7-K4,Atlas,Atlas AS7-K4.mtf,meks/3145/NTNU RS/Atlas AS7-K4.mtf,100,Assault,,,Inner Sphere,Standard,3098,Republic,Brawler
meks-meks-3039u-atlas-as7-rs,meks,Atlas,AS7-RS,Atlas,Atlas AS7-RS.mtf,meks/3039u/Atlas AS7-RS.mtf,100,Assault,,,Inner Sphere,Introductory,2892,Succession Wars,Juggernaut
meks-meks-3050u-atlas-as7-s,meks,Atlas,AS7-S,Atlas,Atlas AS7-S.mtf,meks/3050U/Atlas AS7-S.mtf,100,Assault,,,Inner Sphere,Standard,3050,Clan Invasion,Juggernaut
meks-meks-force-manuals-kurita-atlas-as7-s-hanssen,meks,Atlas,AS7-S (Hanssen),Atlas,Atlas AS7-S (Hanssen).mtf,meks/Force Manuals/Kurita/Atlas AS7-S (Hanssen).mtf,100,Assault,,,Inner Sphere,Standard,3052,Clan Invasion,Sniper
meks-meks-3050u-atlas-as7-s2,meks,Atlas,AS7-S2,Atlas,Atlas AS7-S2.mtf,meks/3050U/Atlas AS7-S2.mtf,100,Assault,,,Inner Sphere,Standard,3061,Clan Invasion,Sniper
meks-meks-rec-guides-ilclan-vol-24-atlas-as7-s3,meks,Atlas,AS7-S3,Atlas,Atlas AS7-S3.mtf,meks/Rec Guides ilClan/Vol 24/Atlas AS7-S3.mtf,100,Assault,,,Inner Sphere,Standard,3062,Civil War,Sniper
meks-meks-rec-guides-ilclan-vol-24-atlas-as7-s3-dc,meks,Atlas,AS7-S3-DC,Atlas,Atlas AS7-S3-DC.mtf,meks/Rec Guides ilClan/Vol 24/Atlas AS7-S3-DC.mtf,100,Assault,,,Inner Sphere,Advanced,3064,Civil War,Sniper
meks-meks-rec-guides-ilclan-vol-24-atlas-as7-s4,meks,Atlas,AS7-S4,Atlas,Atlas AS7-S4.mtf,meks/Rec Guides ilClan/Vol 24/Atlas AS7-S4.mtf,100,Assault,,,Inner Sphere,Standard,3109,Republic,Sniper
meks-meks-turning-points-htp-galtor-atlas-as7-wgs-samsonov,meks,Atlas,AS7-WGS (Samsonov),Atlas,Atlas AS7-WGS Samsonov.mtf,meks/Turning Points/HTP Galtor/Atlas AS7-WGS Samsonov.mtf,100,Assault,,,Inner Sphere,Introductory,3025,Succession Wars,Juggernaut
meks-meks-3085u-cutting-edge-atlas-as8-d,meks,Atlas,AS8-D,Atlas,Atlas AS8-D.mtf,meks/3085u/Cutting Edge/Atlas AS8-D.mtf,100,Assault,,,Inner Sphere,Standard,3074,Jihad,Juggernaut
meks-meks-rec-guides-ilclan-vol-24-atlas-as8-k,meks,Atlas,AS8-K,Atlas,Atlas AS8-K.mtf,meks/Rec Guides ilClan/Vol 24/Atlas AS8-K.mtf,100,Assault,,,Inner Sphere,Advanced,3140,Dark Age,Juggernaut
meks-meks-rec-guides-ilclan-vol-24-atlas-as8-ke,meks,Atlas,AS8-KE,Atlas,Atlas AS8-KE.mtf,meks/Rec Guides ilClan/Vol 24/Atlas AS8-KE.mtf,100,Assault,,,Inner Sphere,Advanced,3140,Dark Age,Juggernaut
meks-meks-rec-guides-ilclan-vol-24-atlas-as8-s,meks,Atlas,AS8-S,Atlas,Atlas AS8-S.mtf,meks/Rec Guides ilClan/Vol 24/Atlas AS8-S.mtf,100,Assault,,,Mixed,Advanced,3138,Dark Age,Sniper
meks-meks-rec-guides-ilclan-vol-24-atlas-c,meks,Atlas,C,Atlas,Atlas C.mtf,meks/Rec Guides ilClan/Vol 24/Atlas C.mtf,100,Assault,,,Clan,Advanced,2830,Succession Wars,Juggernaut
meks-meks-rec-guides-ilclan-vol-24-atlas-c-2,meks,Atlas,C 2,Atlas,Atlas C 2.mtf,meks/Rec Guides ilClan/Vol 24/Atlas C 2.mtf,100,Assault,,,Clan,Standard,2840,Succession Wars,Juggernaut
meks-meks-rec-guides-ilclan-vol-24-atlas-c-3,meks,Atlas,C 3,Atlas,Atlas C 3.mtf,meks/Rec Guides ilClan/Vol 24/Atlas C 3.mtf,100,Assault,,,Clan,Advanced,2842,Succession Wars,Sniper
meks-meks-3075-atlas-ii-as7-d-h,meks,Atlas II,AS7-D-H,Atlas II,Atlas II AS7-D-H.mtf,meks/3075/Atlas II AS7-D-H.mtf,100,Assault,,,Inner Sphere,Standard,2765,Star League,Juggernaut
meks-meks-total-chaos-atlas-ii-as7-d-h-devlin,meks,Atlas II,AS7-D-H (Devlin),Atlas II,Atlas II AS7-D-H (Devlin).mtf,meks/Total Chaos/Atlas II AS7-D-H (Devlin).mtf,100,Assault,,,Mixed,Experimental,3075,Jihad,Juggernaut
meks-meks-turning-points-otp-widowmaker-absorption-atlas-ii-as7-d-h-kerensky,meks,Atlas II,AS7-D-H (Kerensky),Atlas II,Atlas II AS7-D-H (Kerensky).mtf,meks/Turning Points/OTP WidowMaker Absorption/Atlas II AS7-D-H (Kerensky).mtf,100,Assault,,,Clan,Standard,2833,Succession Wars,Juggernaut
meks-meks-3075-atlas-ii-as7-d-h2,meks,Atlas II,AS7-D-H2,Atlas II,Atlas II AS7-D-H2.mtf,meks/3075/Atlas II AS7-D-H2.mtf,100,Assault,,,Inner Sphere,Standard,2780,Star League,Juggernaut
meks-meks-arano-restoration-atlas-ii-as7-d-ht,meks,Atlas II,AS7-D-HT,Atlas II,Atlas II AS7-D-HT.mtf,meks/Arano Restoration/Atlas II AS7-D-HT.mtf,100,Assault,,,Inner Sphere,Standard,2780,Star League,Juggernaut
meks-meks-rec-guides-ilclan-vol-24-atlas-ii-as7-dk-h,meks,Atlas II,AS7-DK-H,Atlas II,Atlas II AS7-DK-H.mtf,meks/Rec Guides ilClan/Vol 24/Atlas II AS7-DK-H.mtf,100,Assault,,,Mixed,Standard,3139,Dark Age,Brawler
meks-meks-3145-davion-atlas-iii-as7-d2,meks,Atlas III,AS7-D2,Atlas III,Atlas III AS7-D2.mtf,meks/3145/Davion/Atlas III AS7-D2.mtf,100,Assault,,,Mixed,Experimental,3110,Republic,Juggernaut
meks-meks-3145-davion-atlas-iii-as7-d3,meks,Atlas III,AS7-D3,Atlas III,Atlas III AS7-D3.mtf,meks/3145/Davion/Atlas III AS7-D3.mtf,100,Assault,,,Mixed,Experimental,3137,Dark Age,Juggernaut
meks-meks-3145-kurita-avalanche-avl-1o,meks,Avalanche,AVL-1O,Avalanche,Avalanche AVL-1O.mtf,meks/3145/Kurita/Avalanche AVL-1O.mtf,50,Medium,,,Inner Sphere,Standard,3133,Dark Age,Missile Boat
meks-meks-3145-kurita-avalanche-avl-1oa,meks,Avalanche,AVL-1OA,Avalanche,Avalanche AVL-1OA.mtf,meks/3145/Kurita/Avalanche AVL-1OA.mtf,50,Medium,,,Inner Sphere,Standard,3133,Dark Age,Skirmisher
meks-meks-3145-kurita-avalanche-avl-1ob,meks,Avalanche,AVL-1OB,Avalanche,Avalanche AVL-1OB.mtf,meks/3145/Kurita/Avalanche AVL-1OB.mtf,50,Medium,,,Inner Sphere,Standard,3133,Dark Age,Skirmisher
meks-meks-3145-kurita-avalanche-avl-1oc,meks,Avalanche,AVL-1OC,Avalanche,Avalanche AVL-1OC.mtf,meks/3145/Kurita/Avalanche AVL-1OC.mtf,50,Medium,,,Inner Sphere,Advanced,3133,Dark Age,Skirmisher
meks-meks-3145-kurita-avalanche-avl-1on,meks,Avalanche,AVL-1ON,Avalanche,Avalanche AVL-1ON.mtf,meks/3145/Kurita/Avalanche AVL-1ON.mtf,50,Medium,,,Mixed,Experimental,3133,Dark Age,Sniper
meks-meks-3145-kurita-avalanche-avl-1or,meks,Avalanche,AVL-1OR,Avalanche,Avalanche AVL-1OR.mtf,meks/3145/Kurita/Avalanche AVL-1OR.mtf,50,Medium,,,Mixed,Experimental,3133,Dark Age,Missile Boat
meks-meks-3058uu-avatar-av1-o,meks,Avatar,AV1-O,Avatar,Avatar AV1-O.mtf,meks/3058Uu/Avatar AV1-O.mtf,70,Heavy,,,Inner Sphere,Standard,3056,Clan Invasion,Brawler
meks-meks-3058uu-avatar-av1-oa,meks,Avatar,AV1-OA,Avatar,Avatar AV1-OA.mtf,meks/3058Uu/Avatar AV1-OA.mtf,70,Heavy,,,Inner Sphere,Standard,3056,Clan Invasion,Brawler
meks-meks-3058uu-avatar-av1-ob,meks,Avatar,AV1-OB,Avatar,Avatar AV1-OB.mtf,meks/3058Uu/Avatar AV1-OB.mtf,70,Heavy,,,Inner Sphere,Standard,3056,Clan Invasion,Missile Boat
meks-meks-spotlight-on-unending-faith-avatar-av1-oblo,meks,Avatar,AV1-OBLO,Avatar,Avatar AV1-OBLO.mtf,meks/Spotlight On/Unending Faith/Avatar AV1-OBLO.mtf,70,Heavy,,,Inner Sphere,Standard,3127,Republic,Skirmisher
meks-meks-3058uu-avatar-av1-oc,meks,Avatar,AV1-OC,Avatar,Avatar AV1-OC.mtf,meks/3058Uu/Avatar AV1-OC.mtf,70,Heavy,,,Inner Sphere,Standard,3056,Clan Invasion,Sniper
meks-meks-3058uu-avatar-av1-od,meks,Avatar,AV1-OD,Avatar,Avatar AV1-OD.mtf,meks/3058Uu/Avatar AV1-OD.mtf,70,Heavy,,,Inner Sphere,Standard,3060,Clan Invasion,Brawler
meks-meks-3058uu-avatar-av1-oe,meks,Avatar,AV1-OE,Avatar,Avatar AV1-OE.mtf,meks/3058Uu/Avatar AV1-OE.mtf,70,Heavy,,,Inner Sphere,Standard,3062,Civil War,Brawler
meks-meks-3058uu-avatar-av1-of,meks,Avatar,AV1-OF,Avatar,Avatar AV1-OF.mtf,meks/3058Uu/Avatar AV1-OF.mtf,70,Heavy,,,Inner Sphere,Standard,3064,Civil War,Brawler
meks-meks-3058uu-avatar-av1-og,meks,Avatar,AV1-OG,Avatar,Avatar AV1-OG.mtf,meks/3058Uu/Avatar AV1-OG.mtf,70,Heavy,,,Inner Sphere,Standard,3056,Clan Invasion,Sniper
meks-meks-3058uu-avatar-av1-oh,meks,Avatar,AV1-OH,Avatar,Avatar AV1-OH.mtf,meks/3058Uu/Avatar AV1-OH.mtf,70,Heavy,,,Inner Sphere,Standard,3069,Jihad,Sniper
meks-meks-3058uu-avatar-av1-oi,meks,Avatar,AV1-OI,Avatar,Avatar AV1-OI.mtf,meks/3058Uu/Avatar AV1-OI.mtf,70,Heavy,,,Inner Sphere,Advanced,3078,Jihad,Missile Boat
meks-meks-3145-ntnu-rs-avatar-av1-oj,meks,Avatar,AV1-OJ,Avatar,Avatar AV1-OJ.mtf,meks/3145/NTNU RS/Avatar AV1-OJ.mtf,70,Heavy,,,Mixed,Standard,3099,Republic,Sniper
meks-meks-3058uu-avatar-av1-or,meks,Avatar,AV1-OR,Avatar,Avatar AV1-OR.mtf,meks/3058Uu/Avatar AV1-OR.mtf,70,Heavy,,,Mixed,Advanced,3059,Clan Invasion,Brawler
meks-meks-3085u-onn-avatar-av1-ou,meks,Avatar,AV1-OU,Avatar,Avatar AV1-OU.mtf,meks/3085u/ONN/Avatar AV1-OU.mtf,70,Heavy,,,Inner Sphere,Standard,3077,Jihad,Missile Boat
meks-meks-3050u-awesome-aws-10km,meks,Awesome,AWS-10KM,Awesome,Awesome AWS-10KM.mtf,meks/3050U/Awesome AWS-10KM.mtf,80,Assault,,,Inner Sphere,Standard,3068,Jihad,Juggernaut
meks-meks-total-chaos-awesome-aws-10km-cameron,meks,Awesome,AWS-10KM (Cameron),Awesome,Awesome AWS-10KM (Cameron).mtf,meks/Total Chaos/Awesome AWS-10KM (Cameron).mtf,80,Assault,,,Mixed,Advanced,3075,Jihad,Juggernaut
meks-meks-rec-guides-ilclan-vol-4-awesome-aws-11h,meks,Awesome,AWS-11H,Awesome,Awesome AWS-11H.mtf,meks/Rec Guides ilClan/Vol 4/Awesome AWS-11H.mtf,80,Assault,,,Mixed,Standard,3142,Dark Age,Sniper
meks-meks-xtrs-marik-awesome-aws-11m,meks,Awesome,AWS-11M,Awesome,Awesome AWS-11M.mtf,meks/XTRs/Marik/Awesome AWS-11M.mtf,80,Assault,,,Mixed,Advanced,3079,Jihad,Sniper
meks-meks-xtrs-republic-ii-awesome-aws-11r,meks,Awesome,AWS-11R,Awesome,Awesome AWS-11R.mtf,meks/XTRs/Republic II/Awesome AWS-11R.mtf,80,Assault,,,Inner Sphere,Standard,3133,Dark Age,Sniper
meks-meks-3145-ntnu-rs-ntnu-awesome-aws-11v,meks,Awesome,AWS-11V,Awesome,Awesome AWS-11V.mtf,meks/3145/NTNU RS/NTNU/Awesome AWS-11V.mtf,80,Assault,,,Inner Sphere,Standard,3135,Dark Age,
meks-meks-3039u-awesome-aws-8q,meks,Awesome,AWS-8Q,Awesome,Awesome AWS-8Q.mtf,meks/3039u/Awesome AWS-8Q.mtf,80,Assault,,,Inner Sphere,Introductory,2665,Star League,Sniper
meks-meks-turning-points-htp-tortuga-awesome-aws-8q-buck,meks,Awesome,AWS-8Q (Buck),Awesome,Awesome AWS-8Q (Buck).mtf,meks/Turning Points/HTP Tortuga/Awesome AWS-8Q (Buck).mtf,80,Assault,,,Inner Sphere,Standard,3076,Jihad,Sniper
meks-meks-3039u-awesome-aws-8r,meks,Awesome,AWS-8R,Awesome,Awesome AWS-8R.mtf,meks/3039u/Awesome AWS-8R.mtf,80,Assault,,,Inner Sphere,Introductory,2683,Star League,Missile Boat
meks-meks-3039u-awesome-aws-8t,meks,Awesome,AWS-8T,Awesome,Awesome AWS-8T.mtf,meks/3039u/Awesome AWS-8T.mtf,80,Assault,,,Inner Sphere,Introductory,2815,Succession Wars,Missile Boat
meks-meks-3039u-awesome-aws-8v,meks,Awesome,AWS-8V,Awesome,Awesome AWS-8V.mtf,meks/3039u/Awesome AWS-8V.mtf,80,Assault,,,Inner Sphere,Introductory,2980,Succession Wars,Sniper
meks-meks-force-manuals-davion-awesome-aws-8v-pretty-baby,meks,Awesome,AWS-8V 'Pretty Baby',Awesome,Awesome AWS-8V _Pretty Baby_.mtf,meks/Force Manuals/Davion/Awesome AWS-8V _Pretty Baby_.mtf,80,Assault,,,Inner Sphere,Standard,3052,Clan Invasion,Sniper
meks-meks-3050u-awesome-aws-9m,meks,Awesome,AWS-9M,Awesome,Awesome AWS-9M.mtf,meks/3050U/Awesome AWS-9M.mtf,80,Assault,,,Inner Sphere,Standard,3049,Succession Wars,Brawler
meks-meks-3050u-awesome-aws-9ma,meks,Awesome,AWS-9Ma,Awesome,Awesome AWS-9Ma.mtf,meks/3050U/Awesome AWS-9Ma.mtf,80,Assault,,,Inner Sphere,Advanced,3051,Clan Invasion,Sniper
meks-meks-3050u-awesome-aws-9q,meks,Awesome,AWS-9Q,Awesome,Awesome AWS-9Q.mtf,meks/3050U/Awesome AWS-9Q.mtf,80,Assault,,,Inner Sphere,Standard,3057,Clan Invasion,Sniper
meks-meks-3050u-awesome-aws-9q-klatt,meks,Awesome,AWS-9Q (Klatt),Awesome,Awesome AWS-9Q (Klatt).mtf,meks/3050U/Awesome AWS-9Q (Klatt).mtf,80,Assault,,,Inner Sphere,Standard,3071,Jihad,Sniper
meks-meks-spotlight-on-hellion-keshik-awesome-c,meks,Awesome,C,Awesome,Awesome C.mtf,meks/Spotlight On/Hellion Keshik/Awesome C.mtf,80,Assault,,,Clan,Standard,3143,Dark Age,
meks-meks-3050u-axman-axm-1n,meks,Axman,AXM-1N,Axman,Axman AXM-1N.mtf,meks/3050U/Axman AXM-1N.mtf,65,Heavy,,,Inner Sphere,Standard,3048,Succession Wars,Skirmisher
meks-meks-3050u-axman-axm-2n,meks,Axman,AXM-2N,Axman,Axman AXM-2N.mtf,meks/3050U/Axman AXM-2N.mtf,65,Heavy,,,Inner Sphere,Standard,3049,Succession Wars,Skirmisher
meks-meks-3067-axman-axm-3s,meks,Axman,AXM-3S,Axman,Axman AXM-3S.mtf,meks/3067/Axman AXM-3S.mtf,65,Heavy,,,Inner Sphere,Standard,3060,Clan Invasion,Skirmisher
